LSOA21CD,LSOA21NM,Total,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 15 years,Aged 16 to 19 years,Aged 20 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 to 74 years,Aged 75 to 84 years,Aged 85 years and over
E01004661,Westminster 012C,1998,41,86,98,55,266,526,467,269,124,52,14
E01004662,Westminster 012D,1318,44,32,33,22,133,442,268,193,101,41,9
E01004663,Westminster 012E,1418,46,46,59,41,138,300,274,310,90,82,32
E01004665,Westminster 024A,1453,69,78,132,84,121,246,255,285,96,61,26
E01004668,Westminster 023D,1420,65,67,92,77,139,268,276,243,118,42,33
E01004669,Westminster 024B,1721,74,73,148,85,169,317,320,332,110,69,24
E01004670,Westminster 009A,2709,93,141,260,155,324,407,440,482,216,157,34
E01004674,Westminster 005A,1903,84,89,125,79,178,332,365,422,121,81,27
E01004675,Westminster 005B,2353,91,113,164,122,184,474,507,436,164,66,32
E01004676,Westminster 006A,1501,80,63,66,33,113,387,375,267,72,34,11
E01004677,Westminster 005C,1717,102,64,87,25,109,406,465,298,95,48,18
E01004678,Westminster 005D,1965,102,68,121,152,168,398,391,381,108,59,17
E01004679,Westminster 005E,1976,84,79,125,94,179,379,416,444,110,50,16
E01004680,Westminster 015A,1240,38,35,45,20,115,267,257,245,127,60,31
E01004681,Westminster 016A,1837,64,47,49,65,182,579,376,310,90,61,14
E01004682,Westminster 016B,1281,32,37,23,75,256,355,246,153,59,33,12
E01004683,Westminster 015B,1488,79,57,59,57,147,261,348,295,96,65,24
E01004684,Westminster 015C,1342,73,53,75,252,110,209,252,171,63,58,26
E01004686,Westminster 015E,1399,55,34,48,46,159,328,329,219,120,47,14
E01004687,Westminster 019A,1321,31,51,67,59,101,153,208,377,167,79,28
E01004690,Westminster 019D,1066,32,48,74,50,53,124,200,300,95,65,25
E01004691,Westminster 019E,1151,48,35,54,46,111,178,264,215,84,81,35
E01004692,Westminster 019F,1021,75,47,42,35,85,139,204,217,77,68,32
E01004693,Westminster 017B,1210,59,55,72,68,109,229,289,192,62,58,17
E01004694,Westminster 016C,1472,45,39,27,22,156,426,307,240,119,75,16
E01004695,Westminster 017C,1072,31,22,18,23,193,358,188,131,39,60,9
E01004696,Westminster 017D,1446,61,60,86,50,91,286,325,273,116,69,29
E01004697,Westminster 016D,1342,70,40,35,20,101,402,345,182,85,39,23
E01004698,Westminster 017E,1335,48,36,35,52,143,352,301,227,85,41,15
E01004699,Westminster 017F,1754,64,67,59,30,163,492,533,205,77,50,14
E01004700,Westminster 016E,1485,68,38,49,34,172,395,380,224,70,39,16
E01004701,Westminster 007A,1538,89,68,63,40,67,370,403,238,99,72,29
E01004702,Westminster 009E,2805,136,135,196,180,281,498,467,563,171,129,49
E01004703,Westminster 007B,1994,120,98,109,111,108,302,427,438,157,84,40
E01004705,Westminster 007D,1244,58,69,71,30,65,246,338,201,98,49,19
E01004706,Westminster 006B,1476,90,51,56,26,95,397,416,206,78,47,14
E01004707,Westminster 006C,1839,114,71,92,46,187,418,465,301,80,53,12
E01004708,Westminster 006D,1538,67,78,54,17,142,387,399,235,106,43,10
E01004709,Westminster 007E,1694,58,97,104,83,160,290,395,318,108,61,20
E01004710,Westminster 002D,1959,120,113,132,99,192,427,388,305,102,55,26
E01004711,Westminster 002E,2000,150,113,147,110,117,417,397,373,105,55,16
E01004712,Westminster 008C,1445,48,42,43,62,170,368,287,228,107,66,24
E01004713,Westminster 011A,1315,61,38,67,33,99,271,300,251,111,60,24
E01004714,Westminster 011B,1668,51,48,83,62,164,412,369,323,101,41,14
E01004715,Westminster 013A,1805,43,53,70,95,277,407,342,285,107,110,16
E01004716,Westminster 011C,1045,46,29,51,28,63,201,217,213,101,62,34
E01004717,Westminster 011D,1264,32,37,30,22,147,380,262,197,83,58,16
E01004718,Westminster 004A,1859,68,105,92,92,140,406,398,352,134,56,16
E01004719,Westminster 004B,1825,102,83,99,88,123,317,404,384,138,72,15
E01004720,Westminster 004C,2274,156,109,159,104,154,381,479,484,141,79,28
E01004721,Westminster 004D,1882,128,109,144,74,90,306,390,365,130,121,25
E01004722,Westminster 004E,2685,107,167,250,183,291,484,470,522,129,59,23
E01004723,Westminster 005F,2236,119,104,133,90,190,498,515,351,148,71,17
E01004724,Westminster 001C,1894,52,82,101,84,150,337,573,273,127,79,36
E01004725,Westminster 003B,1294,51,52,79,51,115,340,215,248,77,52,14
E01004726,Westminster 003C,1687,79,70,97,73,105,343,373,302,119,77,49
E01004727,Westminster 008D,1545,71,54,61,45,152,388,299,270,93,77,35
E01004728,Westminster 003D,1454,53,40,62,37,114,339,306,227,144,101,31
E01004729,Westminster 003E,1492,51,66,61,62,92,228,304,310,168,102,48
E01004730,Westminster 001D,1460,66,41,76,38,105,288,304,255,124,111,52
E01004731,Westminster 020A,2002,83,48,85,45,227,584,443,321,110,47,9
E01004732,Westminster 020B,1308,51,52,64,44,94,193,276,326,120,66,22
E01004733,Westminster 020C,2101,58,63,132,197,233,521,332,311,138,79,37
E01004734,Westminster 018A,1690,33,32,28,35,232,372,424,297,133,70,34
E01004735,Westminster 018B,2024,67,38,102,147,277,394,384,407,130,55,23
E01004736,Westminster 018C,1466,28,22,23,159,258,329,269,223,97,38,20
E01004737,Westminster 024C,1218,59,68,97,43,57,183,255,245,105,68,38
E01004740,Westminster 021A,1305,42,52,62,43,113,214,241,264,120,102,52
E01004741,Westminster 024F,1288,50,54,57,36,78,351,258,233,100,52,19
E01004742,Westminster 022A,1257,30,28,43,20,124,362,268,244,94,40,4
E01004743,Westminster 021B,1502,59,53,99,43,166,323,320,250,136,41,12
E01004744,Westminster 020D,1452,57,71,62,29,139,280,338,254,124,72,26
E01004746,Westminster 021D,1249,36,54,75,36,128,214,244,270,99,62,31
E01004747,Westminster 021E,2184,80,44,88,96,214,553,412,392,196,79,30
E01004748,Westminster 020E,1217,35,51,90,65,120,200,235,200,119,74,28
E01004749,Westminster 022B,2185,55,74,108,99,224,560,423,411,129,66,36
E01004750,Westminster 023E,1584,55,45,64,87,119,308,344,246,156,134,26
E01004751,Westminster 022C,1712,46,43,54,31,143,405,394,402,111,52,31
E01004752,Westminster 022D,1363,44,38,53,43,120,371,264,256,104,55,15
E01004753,Westminster 022E,1756,44,36,52,48,173,454,340,407,128,59,15
E01004754,Westminster 010A,1874,85,84,137,141,181,316,342,336,109,74,69
E01004755,Westminster 010B,2453,96,106,191,119,174,519,572,485,121,58,12
E01004756,Westminster 006E,1522,63,58,76,55,143,400,375,242,74,28,8
E01004757,Westminster 010C,1658,80,86,154,101,157,318,322,277,93,53,17
E01004760,Westminster 014E,1688,63,56,102,81,193,374,362,279,100,54,24
E01004761,Westminster 018D,1205,41,23,28,35,74,245,274,252,133,76,24
E01004762,Westminster 011E,1553,59,31,53,31,131,219,304,443,155,65,62
E01004763,Westminster 013B,2015,31,39,47,65,347,595,494,293,64,29,11
E01004765,Westminster 013D,1869,51,47,45,66,282,439,378,336,132,74,19
E01032512,Westminster 010F,2384,129,160,222,148,183,409,524,436,98,52,23
E01032513,Westminster 010G,1233,65,69,104,62,98,197,244,241,75,55,23
E01032562,Bromley 040D,1615,109,147,168,83,91,215,335,321,78,43,25
E01032563,Bromley 040E,1449,72,91,97,50,61,134,293,278,188,131,54
E01032564,Lewisham 037E,1301,68,93,142,80,91,174,285,261,61,34,12
E01032565,Lewisham 038E,1451,72,95,141,81,81,147,359,284,114,42,35
E01032566,Bexley 029D,1887,128,114,137,87,66,286,437,372,127,93,40
E01032567,Greenwich 033D,1594,73,98,90,70,86,241,318,368,141,84,25
E01032568,Bromley 041E,1525,85,85,118,63,96,200,336,331,123,54,34
E01032569,Croydon 045E,1792,153,160,172,95,113,258,341,357,103,31,9
E01032570,Bromley 042D,1736,91,111,120,73,85,169,285,313,227,181,81
E01032572,Ealing 040D,1608,81,70,68,45,92,316,418,337,121,52,8
E01032573,Hounslow 029E,1805,83,63,82,52,93,390,460,343,135,76,28
E01032574,Enfield 037E,2070,135,151,220,141,119,283,446,354,131,53,37
E01032575,Haringey 037D,2134,109,195,199,162,191,304,411,400,73,70,20
E01032576,Harrow 032E,1678,86,123,128,78,103,224,372,317,129,89,29
E01032577,Hillingdon 033E,1785,100,132,149,103,97,198,431,340,132,78,25
E01032579,Lewisham 039E,2156,131,95,114,82,207,593,473,361,68,27,5
E01032580,Barking and Dagenham 023F,1544,116,145,163,78,103,212,369,247,71,33,7
E01032581,Redbridge 034G,1931,155,137,151,106,119,343,470,296,114,30,10
E01032582,Lambeth 036E,2281,70,90,102,75,381,591,468,309,113,64,18
E01032583,Southwark 034D,2052,91,103,111,78,304,521,431,303,69,28,13
E01032584,Southwark 034E,1347,44,45,73,79,180,303,250,245,91,25,12
E01032623,Sutton 025E,1799,74,102,126,76,91,145,284,400,233,197,71
E01032637,Southwark 035E,1050,17,6,9,8,121,487,246,124,19,11,2
E01032638,Southwark 035D,1103,37,20,6,8,85,413,293,156,53,28,4
E01032639,Southwark 014F,1915,64,52,62,174,306,617,381,170,51,30,8
E01032640,Southwark 035B,1035,23,9,17,13,73,402,266,168,48,13,3
E01032646,Southwark 036B,1513,53,37,53,24,152,565,337,198,62,24,8
E01032719,Southwark 014G,1445,72,59,67,41,184,376,335,219,56,22,14
E01032739,City of London 001F,1622,18,16,39,20,307,590,340,226,46,17,3
E01032740,City of London 001G,1396,22,9,20,25,253,466,265,229,69,30,8
E01032741,Havering 013E,1471,126,81,39,34,99,441,363,179,49,37,23
E01032742,Havering 013F,1765,127,85,92,51,79,345,403,274,136,119,54
E01032743,Ealing 010F,2281,197,178,227,145,126,361,650,311,54,28,4
E01032744,Ealing 010G,1613,89,120,139,67,88,213,385,284,90,82,56
E01032764,Tower Hamlets 004E,2360,98,98,110,81,226,885,580,201,47,23,11
E01032765,Tower Hamlets 004F,1754,90,72,103,59,146,543,383,248,75,26,9
E01032767,Tower Hamlets 021F,1566,28,17,18,32,319,706,307,105,22,9,3
E01032768,Tower Hamlets 025E,1318,72,24,32,11,81,553,352,143,35,11,4
E01032769,Tower Hamlets 025F,1338,92,57,60,27,104,398,362,166,43,24,5
E01032770,Tower Hamlets 032B,2126,107,57,70,44,237,946,419,159,51,27,9
E01032771,Tower Hamlets 033B,1544,85,41,56,49,215,575,335,139,26,19,4
E01032772,Tower Hamlets 032C,2407,143,129,131,108,333,730,533,215,43,33,9
E01032774,Tower Hamlets 032E,1803,126,96,128,85,142,484,514,162,44,17,5
E01032775,Tower Hamlets 031F,1187,114,43,27,21,56,335,431,116,35,6,3
E01032776,Tower Hamlets 034D,2068,116,59,73,69,229,850,494,150,20,5,3
E01032777,Tower Hamlets 035A,1278,77,61,67,37,118,413,342,133,18,8,4
E01032779,Tower Hamlets 035C,1405,101,82,65,26,134,526,374,76,15,4,2
E01032780,Tower Hamlets 035D,2059,116,69,89,56,198,798,505,164,46,13,5
E01032781,Tower Hamlets 033C,1688,84,62,90,66,126,530,436,218,51,18,7
E01032782,Tower Hamlets 033D,2247,100,100,103,94,292,802,536,181,25,13,1
E01032783,Tower Hamlets 031G,1306,77,49,54,40,145,377,304,158,54,30,18
E01032784,Tower Hamlets 004G,1707,85,58,83,81,135,653,393,134,53,21,11
E01032785,Tower Hamlets 010E,2517,241,184,176,92,121,766,705,188,26,11,7
E01032786,Tower Hamlets 010F,1614,124,146,141,75,96,312,421,198,68,23,10
E01032787,Tower Hamlets 011F,2452,165,160,193,128,264,567,546,291,84,37,17
E01032788,Hammersmith and Fulham 023D,1590,110,84,69,44,118,487,370,207,59,28,14
E01032789,Hammersmith and Fulham 023E,1202,82,62,73,60,91,261,343,184,31,11,4
E01032790,Hammersmith and Fulham 023F,1130,71,69,86,66,77,199,274,180,55,40,13
E01032803,Southwark 036C,1505,59,42,52,30,127,611,358,161,46,14,5
E01032834,Southwark 035C,1022,21,15,5,6,62,403,272,164,54,16,4
E01033000,Hounslow 025F,1751,105,149,203,105,107,222,443,277,86,41,13
E01033030,Hounslow 025G,1851,200,185,109,36,60,426,647,150,25,9,4
E01033081,Hounslow 031D,1596,98,85,101,47,62,290,473,285,107,42,6
E01033082,Hounslow 031C,1261,80,69,61,35,39,161,313,223,166,84,30
E01033083,Hounslow 018F,2216,221,181,164,60,96,521,770,175,15,8,5
E01033084,Hounslow 018G,1975,217,139,145,73,83,368,580,246,76,42,6
E01033086,Haringey 020F,1189,70,65,93,70,72,188,280,246,68,22,15
E01033098,Wandsworth 038C,1710,96,60,43,31,108,681,484,151,29,18,9
E01033099,Wandsworth 004E,1886,121,68,80,35,116,669,484,209,71,29,4
E01033100,Wandsworth 039B,1870,70,65,66,35,182,650,402,247,91,38,24
E01033132,Wandsworth 038D,2037,112,64,65,22,164,742,547,241,57,14,9
E01033133,Wandsworth 004G,1194,52,49,31,13,61,424,336,156,45,18,9
E01033135,Wandsworth 010G,1189,91,70,63,24,49,359,297,142,64,21,9
E01033146,Enfield 025F,1538,124,130,149,86,130,198,316,289,78,34,4
E01033148,Enfield 003F,2216,149,173,220,155,180,320,555,337,87,33,7
E01033150,Enfield 003G,1690,194,161,174,63,101,328,393,218,48,8,2
E01033151,Enfield 025G,1456,79,127,182,112,107,177,280,249,89,34,20
E01033208,Lambeth 004G,1709,62,47,74,59,193,527,430,257,39,15,6
E01033320,Lewisham 017E,1569,115,93,79,67,74,325,421,253,83,43,16
E01033322,Lewisham 017F,1255,116,52,65,27,45,358,371,167,31,19,4
E01033324,Lewisham 008E,1538,79,93,96,57,102,293,303,299,125,69,22
E01033325,Lewisham 008F,1368,75,45,25,25,79,584,429,93,10,3,0
E01033327,Lewisham 041B,2206,176,66,73,37,163,642,587,335,70,41,16
E01033341,Lewisham 041C,1324,84,86,92,44,79,282,335,218,68,28,8
E01033455,Brent 031G,1148,92,60,86,59,64,180,253,249,68,27,10
E01033456,Brent 027F,2625,125,190,281,206,240,396,472,449,151,89,26
E01033457,Brent 035A,1984,121,139,113,89,105,349,477,422,79,56,34
E01033463,Brent 003G,3157,145,163,194,110,209,551,684,556,299,168,78
E01033485,Brent 031H,1637,75,82,116,81,149,274,352,345,92,47,24
E01033486,Islington 011E,1032,43,62,57,55,130,254,203,161,46,15,6
E01033487,Islington 011F,1197,62,36,39,23,96,524,327,76,11,3,0
E01033488,Islington 011G,1644,62,65,62,82,300,445,345,184,57,32,10
E01033489,Islington 022G,1463,58,25,17,60,301,451,283,197,38,27,6
E01033490,Islington 022H,1399,50,45,51,128,230,362,248,146,83,31,25
E01033491,Islington 011H,1932,92,65,66,46,171,682,396,286,75,43,10
E01033493,Islington 006F,1314,71,24,19,12,42,564,422,111,24,19,6
E01033494,Islington 006G,1535,79,76,101,48,64,375,363,283,91,44,11
E01033569,Kingston upon Thames 004G,1817,99,107,149,74,133,343,499,267,76,58,12
E01033570,Richmond upon Thames 004G,1910,155,121,137,65,61,353,568,297,99,43,11
E01033571,Richmond upon Thames 004H,1497,81,82,109,64,78,161,313,344,138,83,44
E01033579,Newham 040C,1889,75,59,54,50,223,836,395,164,25,5,3
E01033580,Newham 042A,1412,98,75,53,35,86,441,445,129,36,6,8
E01033581,Newham 041A,1923,154,135,167,92,128,368,469,273,79,43,15
E01033582,Newham 041B,1449,126,66,59,30,98,444,418,169,28,7,4
E01033584,Newham 034I,1701,85,124,166,105,139,312,342,300,76,43,9
E01033586,Newham 040D,2100,94,98,124,112,192,518,573,287,69,26,7
E01033587,Barking and Dagenham 021E,2450,302,199,174,94,111,572,701,237,49,10,1
E01033589,Redbridge 039B,1952,230,244,157,76,84,373,603,161,18,6,0
E01033590,Redbridge 037C,1248,157,123,121,60,66,199,334,132,33,16,7
E01033591,Redbridge 039A,2978,296,237,241,133,220,605,736,324,89,83,14
E01033592,Redbridge 037D,1984,117,164,189,127,128,246,478,344,120,45,26
E01033593,Westminster 015F,1732,87,74,87,100,245,501,398,190,31,16,3
E01033594,Westminster 015G,1500,44,31,41,51,272,369,243,220,139,66,24
E01033597,Westminster 023F,1007,44,42,46,27,47,200,253,217,75,41,15
E01033598,Westminster 009F,1364,43,72,93,86,170,227,243,236,105,74,15
E01033599,Westminster 023G,1301,42,67,126,107,124,227,264,256,61,21,6
E01033601,Westminster 009G,1980,174,62,158,112,210,385,280,355,132,73,39
E01033602,Westminster 009H,1525,76,79,138,102,121,263,293,257,105,64,27
E01033603,Westminster 009I,1266,61,40,53,42,142,414,209,198,66,36,5
E01033604,Westminster 009J,1182,49,51,53,57,129,251,262,223,73,23,11
E01033605,Westminster 009K,1640,85,79,111,102,180,272,322,288,101,72,28
E01033699,Hackney 030A,1413,69,34,35,25,105,607,343,142,32,14,7
E01033700,Hackney 030B,2491,90,63,90,46,136,1135,606,219,55,46,5
E01033702,Hackney 028C,1447,135,120,136,79,92,278,337,208,42,17,3
E01033703,Hackney 010F,1410,68,51,82,47,113,446,298,186,72,39,8
E01033704,Hackney 023F,2345,83,79,98,62,143,986,581,260,32,13,8
E01033705,Hackney 028D,1433,84,85,134,89,101,332,322,210,53,14,9
E01033706,Hackney 033B,1446,39,22,40,47,219,631,321,97,18,6,6
E01033708,Hackney 033C,1868,28,23,30,60,384,797,349,153,33,10,1
E01033709,Hackney 032B,1830,125,64,103,58,180,543,417,251,54,26,9
E01033710,Hackney 028E,1135,56,74,105,40,52,318,347,114,23,4,2
E01033711,Hackney 032C,1913,37,19,34,120,478,752,318,109,30,12,4
E01033712,Hackney 023G,1544,78,85,96,44,95,463,367,210,71,27,8
E01033713,Hackney 010G,1325,77,44,62,44,73,426,368,158,46,25,2
E01033727,Greenwich 035B,2710,135,101,132,326,435,651,505,304,88,24,9
E01033728,Greenwich 035C,1765,99,66,53,25,93,609,532,202,50,25,11
E01033729,Greenwich 030E,2475,123,149,195,332,405,309,346,375,140,72,29
E01033732,Greenwich 041E,1069,64,59,70,30,102,319,291,100,24,9,1
E01033734,Greenwich 039B,1464,94,64,76,60,116,432,455,130,32,5,0
E01033735,Greenwich 042D,1262,118,62,51,26,99,410,311,97,54,30,4
E01033736,Greenwich 039A,2245,128,38,29,29,182,956,616,217,36,11,3
E01033737,Greenwich 042B,1932,127,117,138,81,134,498,457,281,54,34,11
E01033738,Greenwich 037D,1861,135,111,98,48,150,464,524,196,71,56,8
E01033739,Greenwich 002E,1727,181,134,155,62,112,295,529,213,37,8,1
E01033740,Greenwich 002F,1634,137,135,180,81,106,212,419,292,50,19,3
E01033741,Greenwich 002G,2699,129,141,171,177,509,528,596,366,61,17,4
E01033742,Greenwich 007F,1340,100,87,76,34,56,300,416,215,36,12,8
E01033743,Greenwich 002H,1941,145,171,211,124,124,207,515,337,63,30,14
E01033744,Greenwich 007G,1802,122,174,176,61,108,273,444,345,66,28,5
E01033745,Greenwich 002I,1783,145,163,198,97,95,222,417,350,64,27,5
E01033746,Greenwich 038E,1471,111,79,72,38,55,265,346,242,148,84,31
E01033784,Havering 007F,1557,128,99,91,57,77,281,379,254,94,68,29
E01033785,Havering 007G,1382,163,75,41,31,49,494,334,129,31,11,24
E01033786,Havering 017G,1313,150,110,69,25,60,405,350,108,29,4,3
E01033787,Havering 017H,1463,136,112,121,42,86,450,373,127,12,1,3
E01033788,Havering 017I,1557,106,127,115,79,87,238,322,274,123,63,23
E01033789,Bexley 008H,1768,176,181,163,76,89,337,493,184,39,20,10
E01033790,Bexley 008I,1338,84,95,144,68,78,174,264,279,82,47,23
E01033791,Bexley 019G,1384,113,100,96,52,79,297,286,229,66,53,13
E01033792,Bexley 019H,1380,83,73,107,57,58,213,305,275,112,58,39
E01033862,Lambeth 003F,1396,40,36,40,47,267,405,304,175,48,26,8
E01033863,Lambeth 003G,1325,62,62,77,61,126,263,257,285,71,43,18
E01033864,Lambeth 004H,1035,46,46,51,45,94,173,193,195,116,56,20
E01033865,Lambeth 004I,1521,37,21,19,160,319,520,284,119,22,15,5
E01033866,Lambeth 004J,1117,33,22,19,36,228,486,226,48,14,2,3
E01033867,Southwark 002F,1549,50,45,52,166,298,367,265,205,62,26,13
E01033868,Southwark 002G,1409,41,15,20,246,289,466,209,88,19,9,7
E01033869,Southwark 004F,1468,93,131,121,52,92,321,350,186,93,19,10
E01033870,Southwark 004G,1770,85,71,68,45,139,662,430,198,50,18,4
E01033871,Southwark 004H,1514,79,61,104,59,92,385,353,207,101,50,23
E01033872,Southwark 004I,1301,54,67,58,46,84,383,294,232,49,26,8
E01033873,Southwark 009G,1771,110,90,110,156,257,359,379,242,35,23,10
E01033874,Southwark 009H,1152,34,20,18,30,349,512,152,34,2,1,0
E01033875,Southwark 012G,1320,77,65,98,38,102,380,303,148,56,40,13
E01033876,Southwark 012H,1249,44,25,24,31,202,522,245,115,26,10,5
E01033877,Southwark 012I,1546,88,60,79,53,127,458,364,202,57,47,11
E01033878,Southwark 015F,1106,65,61,83,72,99,173,242,226,56,20,9
E01033879,Southwark 015G,2555,190,211,262,144,208,425,479,441,120,65,10
E01033880,Southwark 015H,2135,138,133,146,96,122,419,565,433,48,33,2
E01033881,Southwark 016F,1884,88,124,146,124,174,327,380,339,111,51,20
E01033882,Southwark 022G,1409,77,54,57,51,157,357,294,230,77,44,11
E01033883,Southwark 022H,1603,72,88,119,70,169,437,288,260,55,36,9
E01033884,Southwark 035A,1102,36,29,39,27,144,409,208,166,34,6,4
E01033885,Southwark 036A,1330,52,66,80,44,174,383,224,215,62,25,5
E01033911,Barnet 017E,1878,102,110,158,82,89,247,446,352,175,88,29
E01033912,Barnet 017F,1701,162,135,147,69,86,292,545,183,53,26,3
E01033913,Barnet 024G,1529,99,159,123,109,76,216,388,192,80,45,42
E01033914,Barnet 024H,1813,158,154,152,90,116,266,437,271,108,44,17
E01033915,Barnet 042A,1485,132,151,166,59,95,338,389,118,27,8,2
E01033916,Barnet 042B,1787,121,91,99,84,154,393,513,240,61,23,8
E01033917,Barnet 042C,1509,91,74,103,38,137,431,404,185,28,14,4
E01033918,Barnet 042D,1554,86,61,57,142,236,462,338,124,33,12,3
E01033919,Barnet 042E,1312,78,43,52,30,120,526,323,101,29,5,5
E01033920,Barnet 042F,1525,146,48,60,37,118,510,374,153,33,26,20
E01033921,Barnet 043A,1656,124,133,116,55,120,447,462,154,28,13,4
E01033922,Barnet 043B,1709,150,108,94,57,136,534,461,131,28,7,3
E01033923,Barnet 043C,1563,110,118,125,97,94,248,420,223,77,38,13
E01033924,Barnet 043D,1544,97,120,135,73,121,264,336,280,78,31,9
E01033925,Barnet 043E,1731,128,99,103,86,131,379,363,256,102,50,34
E01033926,Enfield 014E,2636,241,253,258,160,147,448,598,370,103,45,13
E01033927,Enfield 020F,1653,124,124,120,67,77,305,459,234,59,62,22
E01033928,Enfield 020G,1300,78,62,88,55,67,245,376,189,70,51,19
E01033929,Brent 002F,1345,119,60,104,82,77,364,402,107,26,3,1
E01033930,Brent 002G,1842,106,82,123,90,129,309,356,365,181,73,28
E01033931,Brent 009F,1359,95,98,111,69,80,209,334,226,65,37,35
E01033932,Brent 009G,1659,70,76,161,95,115,274,312,330,120,65,41
E01033933,Brent 010G,1481,99,107,172,122,121,181,244,266,86,65,18
E01033934,Brent 010H,1637,85,106,207,127,141,199,313,263,103,68,25
E01033935,Brent 020F,2008,105,112,162,73,145,346,609,320,70,47,19
