LSOA21CD,LSOA21NM,Total,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 15 years,Aged 16 to 19 years,Aged 20 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 to 74 years,Aged 75 to 84 years,Aged 85 years and over
E01004304,Tower Hamlets 022C,2133,149,138,189,122,275,408,443,251,93,47,18
E01004305,Tower Hamlets 022D,1865,117,134,167,95,154,391,437,201,95,45,29
E01004306,Tower Hamlets 015A,1840,119,71,102,89,209,529,413,163,74,60,11
E01004307,Tower Hamlets 015B,2333,33,49,46,144,495,855,442,198,48,19,4
E01004308,Tower Hamlets 015C,1441,74,74,93,58,166,364,339,158,55,43,17
E01004309,Tower Hamlets 015D,2792,167,143,165,166,417,770,541,276,80,49,18
E01004310,Tower Hamlets 015E,2017,82,96,106,64,253,721,384,195,65,35,16
E01004311,Tower Hamlets 006A,1845,92,104,172,73,162,433,421,243,85,47,13
E01004312,Tower Hamlets 009A,1522,93,103,126,74,130,352,304,195,84,38,23
E01004313,Tower Hamlets 009B,2125,113,138,157,113,238,585,438,252,39,35,17
E01004315,Tower Hamlets 006C,1581,78,65,101,49,167,419,342,213,88,40,19
E01004316,Tower Hamlets 009C,1039,61,46,56,39,106,303,253,117,41,16,1
E01004319,Tower Hamlets 021A,2505,181,168,178,137,297,618,522,245,89,41,29
E01004321,Tower Hamlets 021C,2146,150,129,125,90,251,533,498,231,77,48,14
E01004322,Tower Hamlets 017A,1402,83,72,85,114,177,318,319,148,50,25,11
E01004323,Tower Hamlets 017B,1629,142,100,134,61,164,413,328,176,67,25,19
E01004324,Tower Hamlets 017C,1600,104,113,118,88,198,343,365,172,54,34,11
E01004326,Tower Hamlets 017D,1889,142,103,117,74,224,535,443,158,58,22,13
E01004327,Waltham Forest 028A,1507,58,99,201,54,65,248,360,278,92,39,13
E01004328,Waltham Forest 028B,1870,148,117,132,66,124,381,490,276,83,40,13
E01004329,Waltham Forest 028C,1811,135,104,127,79,115,380,455,284,79,42,11
E01004330,Waltham Forest 028D,1676,126,83,93,62,92,304,480,264,102,57,13
E01004331,Waltham Forest 028E,1656,115,99,143,78,85,327,435,244,86,33,11
E01004332,Waltham Forest 028F,1945,102,114,140,82,134,428,491,311,70,51,22
E01004333,Waltham Forest 024A,1698,158,144,115,86,123,305,423,222,78,35,9
E01004334,Waltham Forest 024B,1892,140,127,144,76,106,376,474,300,93,41,15
E01004335,Waltham Forest 027A,1737,109,118,154,118,122,299,377,311,89,36,4
E01004336,Waltham Forest 026A,1554,80,66,67,37,95,430,383,223,82,48,43
E01004337,Waltham Forest 027B,1744,97,93,133,85,109,358,409,293,103,50,14
E01004338,Waltham Forest 027C,2020,104,101,89,60,170,521,536,274,92,56,17
E01004339,Waltham Forest 027D,1882,211,114,80,51,88,459,497,263,83,30,6
E01004340,Waltham Forest 027E,1877,77,115,149,107,125,348,448,337,101,55,15
E01004341,Waltham Forest 027F,1933,79,119,132,82,199,345,435,367,107,52,16
E01004342,Waltham Forest 011A,2094,162,181,154,109,117,324,569,325,97,41,15
E01004343,Waltham Forest 008A,1871,149,112,136,80,103,224,460,388,133,54,32
E01004344,Waltham Forest 008B,1903,150,153,171,117,99,304,460,315,78,47,9
E01004345,Waltham Forest 010A,1796,113,124,140,73,90,289,477,346,74,53,17
E01004346,Waltham Forest 011B,1799,138,135,151,107,108,211,440,347,95,49,18
E01004347,Waltham Forest 011C,2184,212,165,158,67,75,380,660,316,85,47,19
E01004348,Waltham Forest 010B,2944,196,194,227,131,163,546,899,400,119,52,17
E01004349,Waltham Forest 001A,1548,99,98,142,74,89,186,318,309,119,83,31
E01004350,Waltham Forest 001B,1901,99,101,94,76,95,221,331,309,252,213,110
E01004351,Waltham Forest 001C,1645,86,88,134,55,82,156,327,359,185,122,51
E01004352,Waltham Forest 002A,1883,71,64,127,57,88,207,365,395,216,170,123
E01004353,Waltham Forest 002B,1815,101,93,97,64,84,214,346,408,213,141,54
E01004354,Waltham Forest 002C,1966,150,144,139,77,97,282,459,355,138,87,38
E01004355,Waltham Forest 004A,1688,117,132,133,77,72,219,368,341,111,85,33
E01004356,Waltham Forest 001D,1698,95,98,133,80,102,201,340,362,154,95,38
E01004357,Waltham Forest 001E,1582,71,68,127,99,118,189,273,346,141,110,40
E01004358,Waltham Forest 002D,1954,122,121,118,65,93,281,442,388,173,92,59
E01004359,Waltham Forest 002E,1712,109,103,123,86,99,212,351,356,177,66,30
E01004360,Waltham Forest 004B,1333,49,81,107,60,69,118,262,255,188,102,42
E01004361,Waltham Forest 005A,1385,69,101,91,47,74,174,279,297,147,83,23
E01004362,Waltham Forest 021A,1608,118,90,95,48,70,304,442,268,107,52,14
E01004363,Waltham Forest 019A,1665,122,126,137,53,99,270,397,266,111,55,29
E01004364,Waltham Forest 019B,1981,129,152,170,99,141,301,487,307,108,72,15
E01004365,Waltham Forest 020A,2542,235,160,165,87,184,544,596,400,103,54,14
E01004366,Waltham Forest 019C,1935,109,111,113,85,116,333,463,312,164,112,17
E01004367,Waltham Forest 019D,1609,140,76,123,66,96,288,403,262,80,60,15
E01004368,Waltham Forest 019E,2450,190,179,223,174,134,369,644,308,133,81,15
E01004369,Waltham Forest 023A,1755,140,97,97,75,95,423,493,233,55,31,16
E01004370,Waltham Forest 023B,2107,188,118,102,56,97,533,593,288,72,44,16
E01004371,Waltham Forest 025A,1649,142,93,81,49,87,344,432,257,100,46,18
E01004372,Waltham Forest 023C,1644,113,75,89,31,78,413,526,218,66,30,5
E01004373,Waltham Forest 025B,1804,142,107,108,64,89,441,473,230,76,55,19
E01004374,Waltham Forest 025C,1966,157,99,93,58,145,434,552,274,81,52,21
E01004375,Waltham Forest 025D,1930,158,80,82,76,103,424,552,309,82,43,21
E01004376,Waltham Forest 025E,1891,87,100,90,54,124,541,456,249,113,53,24
E01004377,Waltham Forest 010C,1835,120,137,135,97,98,190,436,380,158,60,24
E01004378,Waltham Forest 010D,1848,118,130,132,71,127,266,447,354,122,63,18
E01004379,Waltham Forest 007A,1928,136,117,118,58,104,352,463,366,115,68,31
E01004380,Waltham Forest 007B,1793,114,118,148,120,137,206,360,366,127,75,22
E01004381,Waltham Forest 007C,1985,139,136,122,92,106,276,496,409,129,59,21
E01004382,Waltham Forest 008C,1755,129,159,172,106,110,263,426,269,70,43,8
E01004383,Waltham Forest 007D,1687,116,113,132,87,102,191,382,338,120,73,33
E01004384,Waltham Forest 003A,2002,108,133,175,111,107,285,432,371,132,87,61
E01004385,Waltham Forest 003B,1534,86,105,117,75,96,232,365,255,84,77,42
E01004386,Waltham Forest 003C,1695,101,94,110,49,86,203,342,380,181,106,43
E01004387,Waltham Forest 007E,1438,82,71,95,71,67,160,268,350,162,75,37
E01004388,Waltham Forest 007F,1655,110,121,110,53,60,240,400,302,152,82,25
E01004389,Waltham Forest 003D,1735,99,119,130,76,85,243,367,346,129,108,33
E01004390,Waltham Forest 003E,1602,72,101,146,88,84,188,348,347,118,87,23
E01004391,Waltham Forest 014A,2325,158,121,145,119,150,521,610,369,89,34,9
E01004392,Waltham Forest 017A,2566,198,166,159,80,121,623,698,362,98,46,15
E01004393,Waltham Forest 014B,1690,101,86,120,66,83,413,400,237,92,52,40
E01004394,Waltham Forest 017B,2003,120,110,128,77,115,446,488,340,93,65,21
E01004395,Waltham Forest 018A,1698,134,121,107,52,88,291,503,244,99,47,12
E01004396,Waltham Forest 012A,1992,155,131,133,72,106,349,556,307,90,72,21
E01004397,Waltham Forest 017C,2905,172,149,174,125,152,688,828,411,143,51,12
E01004398,Waltham Forest 009A,2028,98,129,166,128,172,313,438,372,133,59,20
E01004399,Waltham Forest 009B,1889,104,135,201,129,145,293,410,320,108,34,10
E01004400,Waltham Forest 009C,1898,139,120,166,83,98,327,520,298,73,53,21
E01004401,Waltham Forest 014C,2367,168,161,191,83,89,420,775,330,80,55,15
E01004402,Waltham Forest 009D,1873,136,122,161,84,126,313,441,307,104,58,21
E01004403,Waltham Forest 009E,2587,215,188,223,136,122,541,652,344,86,58,22
E01004404,Waltham Forest 014D,2851,220,226,287,164,147,483,762,423,74,51,14
E01004405,Waltham Forest 020B,1715,117,108,126,75,90,291,495,248,104,44,17
E01004406,Waltham Forest 016A,1843,143,104,95,44,118,391,512,270,113,38,15
E01004407,Waltham Forest 013A,1634,114,115,133,94,120,332,386,245,62,26,7
E01004408,Waltham Forest 016B,1735,99,95,105,71,74,328,493,322,87,38,23
E01004409,Waltham Forest 016C,1776,147,147,83,32,82,359,470,238,123,65,30
E01004410,Waltham Forest 013B,1846,127,111,111,68,80,357,431,301,115,95,50
E01004411,Waltham Forest 016D,1980,144,120,88,51,99,665,418,244,82,56,13
E01004412,Waltham Forest 015A,1786,117,110,102,46,85,384,508,283,104,33,14
E01004413,Waltham Forest 004C,1546,71,78,105,58,67,210,295,338,162,109,53
E01004414,Waltham Forest 005B,1817,103,110,162,82,93,250,405,365,124,88,35
E01004415,Waltham Forest 004D,1617,92,98,114,74,92,179,321,370,138,97,42
E01004416,Waltham Forest 004E,1826,125,101,123,77,81,293,395,363,144,94,30
E01004417,Waltham Forest 005C,1885,131,115,109,73,80,277,422,322,161,134,61
E01004418,Waltham Forest 008D,1780,126,114,138,81,85,255,408,329,129,76,39
E01004419,Waltham Forest 008E,2652,237,235,196,115,112,464,674,406,109,87,17
E01004420,Waltham Forest 020C,2256,126,131,129,72,139,477,585,404,130,51,12
E01004421,Waltham Forest 018B,2132,123,120,154,101,147,379,490,349,129,98,42
E01004422,Waltham Forest 022A,2647,209,178,172,96,127,661,645,351,99,81,28
E01004423,Waltham Forest 020D,2102,151,132,173,74,108,376,550,310,107,74,47
E01004424,Waltham Forest 022B,2121,137,93,143,107,211,426,465,412,81,35,11
E01004425,Waltham Forest 022C,1989,152,122,147,92,76,416,584,296,65,26,13
E01004426,Waltham Forest 022D,1832,122,107,104,82,117,334,454,302,122,64,24
E01004427,Waltham Forest 022E,1972,146,140,114,68,74,398,611,308,71,33,9
E01004428,Waltham Forest 026B,2090,120,155,190,132,138,360,442,386,105,51,11
E01004429,Waltham Forest 026C,1831,124,102,150,70,117,360,489,272,85,47,15
E01004430,Waltham Forest 026D,2676,147,114,143,77,182,799,724,284,110,56,40
E01004432,Waltham Forest 023D,1932,149,142,123,75,102,390,513,273,101,49,15
E01004434,Waltham Forest 026E,2143,152,123,193,134,144,329,521,345,114,64,24
E01004435,Waltham Forest 023E,2148,189,121,130,85,117,479,553,310,100,48,16
E01004436,Waltham Forest 021B,1534,84,79,88,67,86,289,388,262,119,56,16
E01004437,Waltham Forest 021C,1794,133,111,83,54,91,427,442,283,122,32,16
E01004438,Waltham Forest 024C,2146,131,95,115,65,133,505,557,367,126,36,16
E01004439,Waltham Forest 021D,1636,102,91,83,45,93,362,418,228,119,71,24
E01004440,Waltham Forest 024D,2066,122,103,120,60,129,470,571,314,109,53,15
E01004441,Waltham Forest 024E,1527,92,79,89,48,71,277,398,281,128,50,14
E01004442,Waltham Forest 021E,1544,82,85,94,39,67,347,382,268,123,41,16
E01004443,Waltham Forest 016E,2232,134,136,147,82,128,541,541,343,100,61,19
E01004444,Waltham Forest 017D,2819,174,140,176,136,152,712,738,423,110,42,16
E01004445,Waltham Forest 018C,2085,208,109,114,91,142,394,582,262,124,43,16
E01004446,Waltham Forest 017E,2669,252,241,232,77,101,407,881,299,94,66,19
E01004447,Waltham Forest 016F,1862,128,110,122,65,69,381,506,296,117,48,20
E01004448,Waltham Forest 018D,1929,146,122,125,81,87,378,588,284,74,35,9
E01004449,Waltham Forest 018E,1892,98,129,168,135,151,287,380,346,107,71,20
E01004450,Waltham Forest 006A,1708,87,109,124,84,98,215,335,370,152,88,46
E01004451,Waltham Forest 005D,1842,87,120,139,91,117,228,357,413,158,91,41
E01004452,Waltham Forest 005E,1885,120,111,139,80,97,295,441,331,128,94,49
E01004453,Waltham Forest 006B,1819,130,125,155,56,92,260,428,334,131,74,34
E01004454,Waltham Forest 006C,1972,145,137,200,97,98,277,436,341,125,79,37
E01004455,Waltham Forest 006D,1793,132,110,145,89,103,301,416,293,121,63,20
E01004456,Waltham Forest 006E,1682,93,94,144,124,131,259,289,352,114,69,13
E01004457,Waltham Forest 012B,1904,120,122,114,65,96,430,523,308,71,42,13
E01004458,Waltham Forest 012C,2037,132,128,149,101,96,356,592,308,93,67,15
E01004459,Waltham Forest 012D,1665,87,115,223,137,127,204,357,277,90,36,12
E01004460,Waltham Forest 011D,2047,127,127,183,76,103,371,588,314,97,46,15
E01004462,Waltham Forest 011E,2356,302,131,137,63,87,411,724,316,126,41,18
E01004463,Waltham Forest 012E,2047,170,120,154,65,75,474,642,246,67,21,13
E01004464,Waltham Forest 013C,1725,138,147,172,72,92,384,426,218,53,17,6
E01004465,Waltham Forest 015B,1607,133,110,119,61,63,231,440,293,86,55,16
E01004466,Waltham Forest 015C,1719,124,135,93,41,74,277,510,292,114,40,19
E01004467,Waltham Forest 015D,2355,163,212,198,105,117,430,624,347,95,40,24
E01004468,Waltham Forest 015E,1779,128,123,117,67,57,277,489,332,108,66,15
E01004469,Waltham Forest 013D,1920,135,142,195,166,111,271,453,321,76,37,13
E01004470,Waltham Forest 013E,1669,137,91,155,97,91,311,427,233,60,53,14
E01004471,Waltham Forest 013F,1776,159,120,136,77,100,326,435,266,95,46,16
E01004472,Wandsworth 021A,1782,88,79,90,39,127,556,374,239,93,80,17
E01004473,Wandsworth 026A,1774,99,70,69,37,132,592,392,209,73,71,30
E01004474,Wandsworth 021B,2018,100,57,54,31,164,952,375,188,57,29,11
E01004475,Wandsworth 026B,1511,101,68,64,38,108,504,295,201,77,38,17
E01004476,Wandsworth 021C,1812,66,55,57,39,214,669,377,195,66,55,19
E01004477,Wandsworth 017A,1658,128,122,134,40,91,274,362,287,118,73,29
E01004478,Wandsworth 017B,1568,138,153,142,64,77,176,428,251,79,45,15
E01004479,Wandsworth 017C,1516,74,90,113,49,79,335,325,296,100,44,11
E01004480,Wandsworth 026C,1718,75,92,55,18,166,726,332,116,72,48,18
E01004481,Wandsworth 029A,1637,69,56,49,26,173,704,270,163,74,39,14
E01004482,Wandsworth 030A,1558,58,72,85,37,146,453,328,223,82,49,25
E01004483,Wandsworth 026D,2101,110,80,97,48,123,712,521,249,57,59,45
E01004484,Wandsworth 026E,1499,73,48,72,34,151,557,267,179,64,45,9
E01004485,Wandsworth 030B,1733,88,82,65,35,126,576,315,235,110,70,31
E01004486,Wandsworth 026F,1428,54,47,52,22,80,506,326,184,94,46,17
E01004487,Wandsworth 030C,1493,61,43,80,39,104,474,297,264,86,33,12
E01004488,Wandsworth 029B,1330,69,82,92,45,76,291,291,253,79,40,12
E01004489,Wandsworth 030D,1364,110,66,91,43,109,296,284,263,64,31,7
E01004490,Wandsworth 031A,1570,153,91,86,27,96,404,412,182,71,40,8
E01004491,Wandsworth 031B,2510,121,100,119,252,232,655,627,278,66,35,25
E01004492,Wandsworth 031C,1740,144,80,76,45,100,495,414,236,92,47,11
E01004493,Wandsworth 019A,1948,159,102,82,47,93,607,455,260,81,45,17
E01004494,Wandsworth 018A,1787,115,75,80,35,125,557,443,222,72,51,12
E01004495,Wandsworth 024A,1586,75,74,120,99,156,442,301,205,69,30,15
E01004496,Wandsworth 024B,1929,95,65,51,30,96,809,471,195,71,33,13
E01004497,Wandsworth 024C,1497,158,104,100,50,67,265,392,227,78,36,20
E01004498,Wandsworth 031D,1689,145,78,55,22,84,569,454,180,53,34,15
E01004499,Wandsworth 020A,1610,68,64,82,52,113,521,380,190,86,41,13
E01004500,Wandsworth 014A,1930,76,57,53,34,146,632,474,235,111,78,34
E01004501,Wandsworth 014B,1535,57,73,89,68,130,341,325,287,81,59,25
E01004502,Wandsworth 020B,1642,92,87,99,37,91,367,362,314,112,56,25
E01004503,Wandsworth 014C,1698,72,60,94,50,125,489,381,243,102,49,33
E01004504,Wandsworth 020C,1525,95,91,132,54,82,259,373,272,97,54,16
E01004505,Wandsworth 014D,1616,72,74,83,34,90,367,426,242,105,85,38
E01004506,Wandsworth 011A,2217,93,65,69,37,121,742,589,255,131,78,37
E01004507,Wandsworth 014E,2587,132,128,96,69,146,853,675,303,101,59,25
E01004508,Wandsworth 012A,2003,64,40,69,35,165,821,383,256,106,46,18
E01004510,Wandsworth 012B,1844,84,61,72,38,118,629,418,261,84,53,26
E01004511,Wandsworth 010B,1596,78,81,85,32,123,518,381,187,66,35,10
E01004512,Wandsworth 019B,1452,88,92,92,39,68,322,355,259,86,36,15
E01004513,Wandsworth 018B,1931,101,93,110,58,116,570,494,226,91,51,21
E01004514,Wandsworth 012C,1821,155,69,59,26,110,557,460,220,90,62,13
E01004515,Wandsworth 012D,1686,57,58,54,39,149,645,345,200,103,29,7
E01004516,Wandsworth 036A,1743,75,100,147,212,172,190,297,339,125,60,26
E01004517,Wandsworth 037A,2261,161,107,122,75,178,531,617,333,78,42,17
E01004518,Wandsworth 036B,1731,90,112,130,85,93,247,406,343,122,79,24
E01004519,Wandsworth 036C,1754,105,100,144,73,117,316,423,263,116,68,29
E01004520,Wandsworth 036D,1405,58,93,133,109,111,233,280,217,78,68,25
E01004521,Wandsworth 037B,2036,161,151,128,70,121,376,512,333,114,56,14
E01004522,Wandsworth 037C,1730,94,115,124,75,101,346,411,327,62,54,21
E01004523,Wandsworth 036E,1638,92,95,107,41,82,280,335,306,163,83,54
E01004524,Wandsworth 037D,1840,105,133,148,79,100,311,440,274,140,80,30
E01004525,Wandsworth 035A,1925,107,140,77,54,196,628,415,185,64,45,14
E01004526,Wandsworth 035B,1775,122,86,86,38,133,579,403,192,80,36,20
E01004527,Wandsworth 035C,1659,107,71,78,47,157,460,311,220,93,79,36
E01004528,Wandsworth 035D,1651,80,97,122,70,91,365,371,299,82,59,15
E01004529,Wandsworth 035E,2103,128,120,93,43,124,682,500,255,87,50,21
E01004530,Wandsworth 035F,1744,81,67,71,42,124,522,394,255,111,52,25
E01004531,Wandsworth 033A,1760,129,99,122,81,135,416,386,212,106,55,19
E01004532,Wandsworth 032A,1438,100,85,72,37,56,398,326,209,92,46,17
E01004533,Wandsworth 033B,1449,77,96,93,42,73,388,305,217,90,53,15
E01004534,Wandsworth 008A,1919,118,95,70,36,220,625,370,208,108,56,13
E01004535,Wandsworth 007A,1856,166,149,206,98,116,319,414,286,57,36,9
E01004536,Wandsworth 008B,2351,109,96,120,69,423,718,444,258,67,33,14
E01004537,Wandsworth 007B,2074,83,110,146,83,208,555,395,339,92,42,21
E01004538,Wandsworth 007C,2478,177,101,129,92,165,667,549,336,126,82,54
E01004539,Wandsworth 003A,2092,154,133,200,122,150,367,485,331,93,45,12
E01004540,Wandsworth 003B,2236,129,94,96,49,185,620,506,350,124,65,18
E01004541,Wandsworth 007D,1697,86,85,106,80,122,373,345,264,123,86,27
E01004542,Wandsworth 021D,1572,85,97,122,38,90,370,343,268,94,47,18
E01004543,Wandsworth 027A,1744,71,80,110,55,113,454,353,366,97,35,10
E01004544,Wandsworth 021E,1539,117,87,71,30,80,400,332,255,78,55,34
E01004545,Wandsworth 027B,1935,78,39,20,14,155,866,450,188,68,43,14
E01004546,Wandsworth 027C,1499,93,61,72,35,111,472,314,194,117,23,7
E01004547,Wandsworth 029C,1424,67,51,75,48,99,331,261,286,103,63,40
E01004548,Wandsworth 029D,2035,92,63,83,49,182,719,396,268,106,51,26
E01004549,Wandsworth 027D,1663,66,87,97,41,92,444,374,287,100,58,17
E01004550,Wandsworth 017D,1361,85,75,96,55,72,255,247,220,81,68,107
E01004551,Wandsworth 012E,1565,44,47,57,26,143,633,354,157,55,37,12
E01004552,Wandsworth 008C,1972,96,48,41,14,217,967,370,142,44,25,8
E01004553,Wandsworth 015A,1762,90,98,83,36,114,633,393,187,93,24,11
E01004554,Wandsworth 009A,1654,124,118,109,47,103,421,397,226,60,34,15
E01004555,Wandsworth 017E,1725,123,174,177,62,66,239,448,300,80,42,14
E01004556,Wandsworth 009B,1646,164,178,143,44,52,247,456,243,61,48,10
E01004557,Wandsworth 015B,1732,126,140,137,92,77,281,463,271,81,41,23
E01004558,Wandsworth 015C,1843,163,162,137,63,103,324,490,267,85,34,15
E01004559,Wandsworth 015D,1468,93,113,137,63,99,188,361,277,72,54,11
E01004560,Wandsworth 001A,1935,102,93,105,61,119,494,465,320,108,50,18
E01004563,Wandsworth 039E,2180,117,129,174,94,161,563,482,324,89,35,12
E01004564,Wandsworth 039D,1873,70,59,84,47,190,682,352,239,81,56,13
E01004565,Wandsworth 005A,1659,74,56,66,27,153,614,339,198,83,32,17
E01004566,Wandsworth 001B,1680,116,73,38,27,85,519,372,250,99,86,15
E01004567,Wandsworth 039A,2362,149,144,180,105,191,542,539,344,97,51,20
E01004568,Wandsworth 013A,1762,118,128,125,245,398,231,249,184,54,18,12
E01004569,Wandsworth 023A,2380,119,136,203,202,325,353,432,363,137,87,23
E01004570,Wandsworth 023B,1933,130,146,164,106,194,321,399,265,107,71,30
E01004571,Wandsworth 023C,1845,104,128,134,67,186,350,427,284,103,39,23
E01004572,Wandsworth 016A,1686,112,107,125,74,112,208,438,294,118,69,29
E01004573,Wandsworth 023D,1685,94,96,117,82,107,284,422,301,112,48,22
E01004574,Wandsworth 013B,2116,140,210,223,185,280,309,409,267,60,23,10
E01004575,Wandsworth 013C,1888,80,102,119,143,265,276,307,261,112,145,78
E01004576,Wandsworth 013D,1604,129,112,146,92,92,213,359,285,109,55,12
E01004577,Wandsworth 003C,1848,102,77,93,57,144,449,376,324,127,70,29
E01004579,Wandsworth 004B,1872,110,96,85,47,128,459,395,330,130,65,27
E01004580,Wandsworth 004C,2114,118,123,102,49,180,669,444,259,82,52,36
E01004581,Wandsworth 004D,1781,72,69,74,38,150,505,382,265,127,83,16
E01004582,Wandsworth 001C,2203,83,82,101,70,138,553,407,342,212,142,73
E01004583,Wandsworth 001D,1710,66,65,69,39,63,311,345,322,176,144,110
E01004584,Wandsworth 003D,1725,87,117,134,63,118,336,405,295,72,81,17
E01004585,Wandsworth 008D,1825,72,71,64,24,194,680,310,235,112,52,11
E01004586,Wandsworth 009C,1895,94,62,54,23,185,731,405,211,67,46,17
E01004587,Wandsworth 009D,1820,123,125,92,39,119,504,429,250,94,36,9
E01004588,Wandsworth 008E,2015,77,56,98,31,170,799,365,307,59,42,11
E01004589,Wandsworth 009E,1796,117,114,92,36,150,595,407,194,56,25,10
E01004590,Wandsworth 005B,1850,94,81,95,52,141,429,366,331,140,89,32
E01004591,Wandsworth 005C,1900,104,72,67,41,178,622,395,233,108,59,21
E01004592,Wandsworth 005D,1683,94,80,86,48,99,414,370,279,120,71,22
E01004593,Wandsworth 025A,1938,168,107,101,47,103,475,497,263,92,64,21
E01004594,Wandsworth 020D,1702,140,120,95,51,92,288,427,277,132,68,12
E01004595,Wandsworth 025B,1799,138,90,80,37,66,474,501,252,93,56,12
E01004596,Wandsworth 020E,1614,137,98,106,51,71,269,427,274,106,55,20
E01004597,Wandsworth 025C,1888,163,117,110,53,83,374,486,313,104,61,24
E01004598,Wandsworth 025D,2147,183,97,70,26,98,776,601,193,68,25,10
E01004599,Wandsworth 025E,1565,150,116,127,41,40,234,419,274,100,47,17
E01004601,Wandsworth 018D,2464,122,114,150,65,113,648,688,327,133,71,33
E01004602,Wandsworth 010C,1647,80,77,80,41,98,451,367,244,116,76,17
E01004604,Wandsworth 006A,1561,77,100,144,66,58,186,340,348,148,70,24
E01004605,Wandsworth 006B,1821,127,104,109,55,91,297,438,307,175,90,28
E01004606,Wandsworth 006C,1673,115,80,64,20,88,501,446,220,81,49,9
E01004607,Wandsworth 006D,1629,83,91,104,57,84,354,345,288,123,80,20
E01004608,Wandsworth 006E,1669,61,73,71,31,178,462,351,236,116,57,33
E01004609,Wandsworth 010E,2137,74,79,79,40,181,734,495,263,105,63,24
E01004610,Wandsworth 033C,1983,76,82,94,46,170,595,405,269,139,82,25
E01004611,Wandsworth 032B,1545,78,79,77,38,135,420,314,214,86,71,33
E01004612,Wandsworth 032C,1604,91,63,76,60,204,417,298,228,78,64,25
E01004613,Wandsworth 033D,1694,71,101,115,50,182,422,378,209,83,61,22
E01004614,Wandsworth 034A,1971,88,85,87,59,198,545,468,284,101,41,15
E01004615,Wandsworth 034B,1644,107,107,138,71,109,321,343,292,79,49,28
E01004616,Wandsworth 034C,1894,85,59,75,56,177,713,424,186,59,42,18
E01004617,Wandsworth 034D,1909,80,64,79,53,420,551,364,180,65,41,12
E01004618,Wandsworth 032D,1507,82,95,64,46,133,377,311,199,102,68,30
E01004619,Wandsworth 015E,1357,66,95,135,63,71,207,298,318,63,28,13
E01004620,Wandsworth 019C,1697,136,107,98,37,136,397,411,234,79,53,9
E01004621,Wandsworth 019D,1720,96,90,126,60,95,403,384,297,103,49,17
E01004622,Wandsworth 024D,1848,62,50,55,38,144,597,549,232,84,24,13
E01004623,Wandsworth 019E,1771,139,112,97,40,98,484,420,227,86,53,15
E01004624,Wandsworth 024E,1573,107,89,80,58,98,377,341,263,92,50,18
E01004625,Wandsworth 027E,1315,60,106,140,44,50,106,280,292,130,72,35
E01004626,Wandsworth 027F,1844,142,93,102,47,75,423,423,317,114,64,44
E01004627,Wandsworth 019F,1586,119,130,98,41,84,316,377,271,81,55,14
E01004628,Wandsworth 022A,2340,116,121,152,72,126,469,646,419,125,66,28
E01004629,Wandsworth 020F,1594,62,81,155,65,82,212,375,294,137,95,36
E01004630,Wandsworth 022B,1760,115,133,160,101,125,288,389,278,105,49,17
E01004631,Wandsworth 022C,1882,114,122,120,69,133,415,452,280,91,39,47
E01004632,Wandsworth 028A,1517,90,89,108,50,107,295,334,282,102,38,22
E01004633,Wandsworth 022D,1656,127,98,158,98,134,307,340,252,81,44,17
E01004634,Wandsworth 028B,1480,88,80,76,39,82,338,375,204,109,67,22
E01004635,Wandsworth 028C,1660,75,90,133,85,97,316,429,237,116,63,19
E01004636,Wandsworth 028D,1461,79,89,109,66,67,234,402,249,94,54,18
E01004637,Wandsworth 028E,1466,77,92,87,61,100,263,394,234,91,46,21
E01004638,Wandsworth 011B,1373,66,83,112,81,69,117,253,331,161,69,31
E01004639,Wandsworth 011C,1707,75,101,86,55,87,389,406,292,134,58,24
E01004640,Wandsworth 011D,1680,83,78,97,41,95,361,392,307,135,63,28
E01004641,Wandsworth 011E,1888,88,97,138,77,103,292,416,371,167,96,43
E01004642,Wandsworth 016B,2111,118,153,152,73,132,363,543,326,133,76,42
E01004643,Wandsworth 016C,2351,190,168,158,82,111,431,605,346,122,89,49
E01004644,Wandsworth 016D,2504,138,158,147,98,156,357,668,443,181,106,52
E01004645,Wandsworth 016E,2120,132,155,160,92,138,316,485,322,127,107,86
E01004646,Westminster 002A,1722,60,114,145,92,200,174,318,407,120,57,35
E01004647,Westminster 001A,1390,69,73,91,38,70,255,299,270,104,73,48
E01004648,Westminster 002B,2323,142,107,161,72,135,513,585,371,127,81,29
E01004649,Westminster 001B,1409,76,93,112,56,77,223,333,216,102,70,51
E01004650,Westminster 002C,1815,81,87,126,66,81,368,460,285,106,103,52
E01004651,Westminster 003A,1774,84,68,62,23,102,471,469,236,128,88,43
E01004652,Westminster 017A,1615,67,40,39,30,180,507,390,188,96,54,24
E01004653,Westminster 014A,1958,80,82,81,65,143,403,513,341,169,57,24
E01004654,Westminster 014B,2446,153,69,66,39,173,668,629,418,125,73,33
E01004656,Westminster 014D,1963,86,71,63,43,207,499,469,314,115,74,22
E01004657,Westminster 012A,1215,52,37,23,24,73,309,320,213,93,49,22
E01004658,Westminster 012B,1524,71,26,29,96,254,428,355,164,44,40,17
E01004659,Westminster 008A,1630,38,28,54,40,188,597,292,206,94,59,34
E01004660,Westminster 008B,1431,63,57,67,56,165,297,299,218,95,77,37
