LSOA21CD,LSOA21NM,borough_name,group,grid_mean_mismatch,grid_mean_lisa_cluster_analytical,grid_local_moran_i_permutation,grid_local_moran_p_permutation,grid_local_moran_q_bh,grid_mean_lisa_cluster_fdr
E01000164,Barnet 022D,Barnet,older_adults,-0.324215710147622,Not significant,-0.039629143770824,0.2806,0.35141876567988,Not significant
E01000165,Barnet 022E,Barnet,older_adults,1.72817154325391,Not significant,0.0803589500502065,0.4332,0.45884455760662,Not significant
E01000166,Barnet 003A,Barnet,older_adults,2.28208852897711,High-high mismatch cluster,2.18295076323804,0.0002,0.00256,High-high mismatch cluster
E01000167,Barnet 002A,Barnet,older_adults,1.06778601303948,High-high mismatch cluster,0.82484017888273,0.001,0.00715186246418338,High-high mismatch cluster
E01000168,Barnet 003B,Barnet,older_adults,3.33075292016086,High-high mismatch cluster,2.24034557519215,0.0077,0.0295225806451613,High-high mismatch cluster
E01000169,Barnet 003C,Barnet,older_adults,1.96432531292179,Not significant,0.989610291899787,0.0339,0.0819113262342691,Not significant
E01000170,Barnet 006A,Barnet,older_adults,0.691411617776172,High-high mismatch cluster,0.407435761385971,0.0105,0.0365778087927425,High-high mismatch cluster
E01000171,Barnet 006B,Barnet,older_adults,-0.538702342704398,Low-high spatial outlier,-0.283956516615597,0.0052,0.0227107611548556,Low-high spatial outlier
E01000172,Barnet 003D,Barnet,older_adults,1.82446799835895,High-high mismatch cluster,1.36736109443102,0.0003,0.00327702407002188,High-high mismatch cluster
E01000173,Barnet 006C,Barnet,older_adults,1.39066286610217,Not significant,0.7537599209563,0.0406,0.0934417704011065,Not significant
E01000174,Barnet 006D,Barnet,older_adults,1.62711290438253,Not significant,0.701128027284478,0.0606,0.123626971802207,Not significant
E01000175,Barnet 006E,Barnet,older_adults,1.73927462355299,High-high mismatch cluster,1.3714229571154,0.0003,0.00327702407002188,High-high mismatch cluster
E01000176,Barnet 027A,Barnet,older_adults,2.79083223083462,Not significant,0.468727467561617,0.217,0.298337648030846,Not significant
E01000177,Barnet 029A,Barnet,older_adults,0.90447159897079,Not significant,0.323712871511149,0.0936,0.16771399856425,Not significant
E01000178,Barnet 027B,Barnet,older_adults,0.572204556125768,Not significant,0.0880620115437585,0.2619,0.33553206772704,Not significant
E01000179,Barnet 029B,Barnet,older_adults,-0.357396760966898,Low-high spatial outlier,-0.192927882534799,0.025,0.0664536741214058,Not significant
E01000180,Barnet 029C,Barnet,older_adults,0.634390150756045,Not significant,0.229854360192097,0.1011,0.176774500875657,Not significant
E01000181,Barnet 029D,Barnet,older_adults,-0.5682897268245,Not significant,-0.111048563051,0.2341,0.313304879356568,Not significant
E01000182,Barnet 029E,Barnet,older_adults,-0.852943966725826,Not significant,-0.243957935093852,0.1511,0.235421722846442,Not significant
E01000183,Barnet 033A,Barnet,older_adults,2.79893455258734,Not significant,0.897568425624749,0.0988,0.173665352112676,Not significant
E01000184,Barnet 027C,Barnet,older_adults,-0.404492984346936,Not significant,-0.0765259627412087,0.1856,0.270357513860519,Not significant
E01000185,Barnet 029F,Barnet,older_adults,1.21028329503677,Not significant,0.079354683773415,0.4121,0.446635518888407,Not significant
E01000186,Barnet 014A,Barnet,older_adults,0.460940443888505,High-high mismatch cluster,0.288842031447069,0.0131,0.0426305084745763,High-high mismatch cluster
E01000187,Barnet 014B,Barnet,older_adults,1.69126741373674,Not significant,0.784998957053193,0.0652,0.129724352331606,Not significant
E01000188,Barnet 014C,Barnet,older_adults,1.50397831692882,High-high mismatch cluster,0.891107724618788,0.0034,0.0166890855457227,High-high mismatch cluster
E01000189,Barnet 014D,Barnet,older_adults,-1.35417241191964,Low-high spatial outlier,-1.10177639986443,0.0017,0.0102740920096852,Low-high spatial outlier
E01000190,Barnet 014E,Barnet,older_adults,2.06489535631932,High-high mismatch cluster,1.2756400658475,0.0124,0.0410755142667551,High-high mismatch cluster
E01000191,Barnet 014F,Barnet,older_adults,2.21117545014776,Not significant,0.57590241307442,0.1498,0.234126988102693,Not significant
E01000192,Barnet 018A,Barnet,older_adults,0.791052776893262,Not significant,0.369740665324416,0.0328,0.080184916748286,Not significant
E01000193,Barnet 018B,Barnet,older_adults,0.774932340175781,High-high mismatch cluster,0.49735259179956,0.0112,0.0383736444749485,High-high mismatch cluster
E01000194,Barnet 018C,Barnet,older_adults,-0.187758179676013,Low-high spatial outlier,-0.0980998943352257,0.0095,0.0342658959537572,Low-high spatial outlier
E01000195,Barnet 013A,Barnet,older_adults,0.758572373840534,High-high mismatch cluster,0.424439242376166,0.0135,0.0436194174757282,High-high mismatch cluster
E01000196,Barnet 028A,Barnet,older_adults,0.531760965847324,High-high mismatch cluster,0.418354155544214,0.0029,0.01508,High-high mismatch cluster
E01000197,Barnet 023A,Barnet,older_adults,0.611156088384249,Not significant,0.224570861289467,0.0368,0.0867763816721776,Not significant
E01000198,Barnet 025A,Barnet,older_adults,1.5969099263539,High-high mismatch cluster,1.32058106057152,0.0002,0.00256,High-high mismatch cluster
E01000199,Barnet 025B,Barnet,older_adults,2.92986821427292,High-high mismatch cluster,1.80158555494109,0.0158,0.0485674876847291,High-high mismatch cluster
